country,Country name,,,,,,,,
iso3,ISO 3166-1 alpha-3 code,,,,,,,,
year,Year of death,,,,,,,,
sex,Sex (Female or Male),,,,,,,,
age,Age-group from 0 to 80 plus,,,,,,,,
Nx,Sex- and age-specific population number,,,,,,,,
type,Estimate type for select year (reported or predicted),,,,,,,,
expected.mean,"Expected deaths from all-causes by age, sex and year (mean)",,,,,,,,
acm.mean,"Estimated deaths from all-causes by age, sex and year (mean)",,,,,,,,
excess.mean,"Excess deaths associated with COVID-19 pandemic from all-causes by age, sex and year (mean)",,,,,,,,
,,,,,,,,,
country,iso3,year,sex,age,Nx,type,expected.mean,acm.mean,excess.mean
Côte d'Ivoire,CIV,2020,Male,50 to 59,705842,Predicted,11345,12303,958
Côte d'Ivoire,CIV,2020,Male,60 to 69,438370,Predicted,14255,16536,2281
Côte d'Ivoire,CIV,2020,Male,70 to 79,181084,Predicted,12401,14196,1795
Côte d'Ivoire,CIV,2020,Male,80 plus,34069,Predicted,4912,5835,923
Côte d'Ivoire,CIV,2021,Female,0 to 24,8349624,Predicted,40896,40896,0
Côte d'Ivoire,CIV,2021,Female,25 to 39,2743949,Predicted,6104,6303,199
Côte d'Ivoire,CIV,2021,Female,40 to 49,1075918,Predicted,6004,6642,638
Côte d'Ivoire,CIV,2021,Female,50 to 59,650617,Predicted,6292,7519,1227
Côte d'Ivoire,CIV,2021,Female,60 to 69,394374,Predicted,8249,10240,1991
Côte d'Ivoire,CIV,2021,Female,70 to 79,165601,Predicted,8212,9821,1609
Côte d'Ivoire,CIV,2021,Female,80 plus,40299,Predicted,4687,5653,966
Côte d'Ivoire,CIV,2021,Male,0 to 24,8401898,Predicted,52086,52086,0
Côte d'Ivoire,CIV,2021,Male,25 to 39,2724738,Predicted,7587,7643,56
Côte d'Ivoire,CIV,2021,Male,40 to 49,1114060,Predicted,8052,8936,884
Côte d'Ivoire,CIV,2021,Male,50 to 59,720763,Predicted,11116,13235,2119
Côte d'Ivoire,CIV,2021,Male,60 to 69,447471,Predicted,14094,17605,3511
Côte d'Ivoire,CIV,2021,Male,70 to 79,186746,Predicted,12431,15458,3027
Côte d'Ivoire,CIV,2021,Male,80 plus,37571,Predicted,5353,6659,1306
Cameroon,CMR,2020,Female,0 to 24,8160233,Predicted,38806,38806,0
Cameroon,CMR,2020,Female,25 to 39,2763720,Predicted,11218,10834,-384
Cameroon,CMR,2020,Female,40 to 49,1070998,Predicted,8444,8841,397
Cameroon,CMR,2020,Female,50 to 59,654908,Predicted,7683,8659,976
Cameroon,CMR,2020,Female,60 to 69,387328,Predicted,8681,10477,1796
Cameroon,CMR,2020,Female,70 to 79,186119,Predicted,9311,10859,1548
Cameroon,CMR,2020,Female,80 plus,45483,Predicted,5231,6316,1085
Cameroon,CMR,2020,Male,0 to 24,8282250,Predicted,47127,47127,0
Cameroon,CMR,2020,Male,25 to 39,2767911,Predicted,10518,9830,-688
Cameroon,CMR,2020,Male,40 to 49,1070845,Predicted,10511,10870,359
Cameroon,CMR,2020,Male,50 to 59,633569,Predicted,10785,12329,1544
Cameroon,CMR,2020,Male,60 to 69,345971,Predicted,11304,13643,2339
Cameroon,CMR,2020,Male,70 to 79,146615,Predicted,9857,11970,2113
Cameroon,CMR,2020,Male,80 plus,29914,Predicted,4219,5248,1029
Cameroon,CMR,2021,Female,0 to 24,8337629,Predicted,37466,37466,0
Cameroon,CMR,2021,Female,25 to 39,2836697,Predicted,10913,11700,787
Cameroon,CMR,2021,Female,40 to 49,1116363,Predicted,8482,9777,1295
Cameroon,CMR,2021,Female,50 to 59,678846,Predicted,7673,9501,1828
Cameroon,CMR,2021,Female,60 to 69,397162,Predicted,8626,11254,2628
Cameroon,CMR,2021,Female,70 to 79,190515,Predicted,9270,11617,2347
Cameroon,CMR,2021,Female,80 plus,48615,Predicted,5518,7046,1528
Cameroon,CMR,2021,Male,0 to 24,8463777,Predicted,45691,45691,0
Cameroon,CMR,2021,Male,25 to 39,2840764,Predicted,10341,10935,594
Cameroon,CMR,2021,Male,40 to 49,1116173,Predicted,10581,12152,1571
Cameroon,CMR,2021,Male,50 to 59,658135,Predicted,10852,13550,2698
Cameroon,CMR,2021,Male,60 to 69,356124,Predicted,11270,14719,3449
Cameroon,CMR,2021,Male,70 to 79,151063,Predicted,9867,12962,3095
Cameroon,CMR,2021,Male,80 plus,32399,Predicted,4501,5888,1387
Democratic Republic of the Congo,COD,2020,Female,0 to 24,28901105,Predicted,164386,164386,0
Democratic Republic of the Congo,COD,2020,Female,25 to 39,8129977,Predicted,20186,19033,-1153
Democratic Republic of the Congo,COD,2020,Female,40 to 49,3341415,Predicted,19285,19736,451
Democratic Republic of the Congo,COD,2020,Female,50 to 59,2226540,Predicted,25538,28166,2628
Democratic Republic of the Congo,COD,2020,Female,60 to 69,1355712,Predicted,33520,38932,5412
Democratic Republic of the Congo,COD,2020,Female,70 to 79,698059,Predicted,38891,43927,5036
Democratic Republic of the Congo,COD,2020,Female,80 plus,198424,Predicted,26786,30930,4144
Democratic Republic of the Congo,COD,2020,Male,0 to 24,29315934,Predicted,201372,201372,0
Democratic Republic of the Congo,COD,2020,Male,25 to 39,8071880,Predicted,25604,23142,-2462
Democratic Republic of the Congo,COD,2020,Male,40 to 49,3264114,Predicted,24796,25215,419
Democratic Republic of the Congo,COD,2020,Male,50 to 59,2120463,Predicted,35284,39194,3910
Democratic Republic of the Congo,COD,2020,Male,60 to 69,1230129,Predicted,43989,51485,7496
Democratic Republic of the Congo,COD,2020,Male,70 to 79,570627,Predicted,41387,48347,6960
Democratic Republic of the Congo,COD,2020,Male,80 plus,137025,Predicted,21515,25885,4370
Democratic Republic of the Congo,COD,2021,Female,0 to 24,29775827,Predicted,162050,162050,0
Democratic Republic of the Congo,COD,2021,Female,25 to 39,8400868,Predicted,19774,21206,1432
Democratic Republic of the Congo,COD,2021,Female,40 to 49,3452965,Predicted,19236,22197,2961
Democratic Republic of the Congo,COD,2021,Female,50 to 59,2299642,Predicted,25778,31747,5969
Democratic Republic of the Congo,COD,2021,Female,60 to 69,1396774,Predicted,34000,43496,9496
Democratic Republic of the Congo,COD,2021,Female,70 to 79,715649,Predicted,39422,48527,9105
Democratic Republic of the Congo,COD,2021,Female,80 plus,212524,Predicted,28649,35517,6868
Democratic Republic of the Congo,COD,2021,Male,0 to 24,30209292,Predicted,199122,199122,0
Democratic Republic of the Congo,COD,2021,Male,25 to 39,8341912,Predicted,25785,27018,1233
Democratic Republic of the Congo,COD,2021,Male,40 to 49,3373659,Predicted,24902,28710,3808
Democratic Republic of the Congo,COD,2021,Male,50 to 59,2191361,Predicted,35678,44130,8452
Democratic Republic of the Congo,COD,2021,Male,60 to 69,1269962,Predicted,44636,57359,12723
Democratic Republic of the Congo,COD,2021,Male,70 to 79,589132,Predicted,42105,54167,12062
Democratic Republic of the Congo,COD,2021,Male,80 plus,148419,Predicted,23197,29636,6439
Congo,COG,2020,Female,0 to 24,1650722,Predicted,4686,4686,0
Congo,COG,2020,Female,25 to 39,538487,Predicted,1886,1728,-158
Congo,COG,2020,Female,40 to 49,268142,Predicted,2257,2218,-39
Congo,COG,2020,Female,50 to 59,166156,Predicted,2423,2565,142
Congo,COG,2020,Female,60 to 69,87640,Predicted,2494,2777,283
Congo,COG,2020,Female,70 to 79,40289,Predicted,2575,2794,219
Congo,COG,2020,Female,80 plus,9978,Predicted,1523,1664,141
Congo,COG,2020,Male,0 to 24,1675844,Predicted,5821,5821,0
Congo,COG,2020,Male,25 to 39,539586,Predicted,1596,1405,-191
Congo,COG,2020,Male,40 to 49,267672,Predicted,2000,1978,-22
Congo,COG,2020,Male,50 to 59,161736,Predicted,2533,2728,195
Congo,COG,2020,Male,60 to 69,77097,Predicted,2570,2932,362
Congo,COG,2020,Male,70 to 79,29108,Predicted,2031,2304,273
Congo,COG,2020,Male,80 plus,5635,Predicted,866,1006,140
Congo,COG,2021,Female,0 to 24,1688619,Predicted,4554,4554,0
Congo,COG,2021,Female,25 to 39,548489,Predicted,1812,1810,-2
Congo,COG,2021,Female,40 to 49,275624,Predicted,2248,2385,137
Congo,COG,2021,Female,50 to 59,173820,Predicted,2484,2818,334
Congo,COG,2021,Female,60 to 69,91454,Predicted,2573,3031,458
Congo,COG,2021,Female,70 to 79,41624,Predicted,2653,3014,361
Congo,COG,2021,Female,80 plus,10750,Predicted,1665,1878,213
Congo,COG,2021,Male,0 to 24,1714987,Predicted,5693,5693,0
Congo,COG,2021,Male,25 to 39,549804,Predicted,1570,1540,-30
Congo,COG,2021,Male,40 to 49,274779,Predicted,1980,2137,157
Congo,COG,2021,Male,50 to 59,169471,Predicted,2596,3000,404
Congo,COG,2021,Male,60 to 69,80994,Predicted,2661,3211,550
Congo,COG,2021,Male,70 to 79,30417,Predicted,2105,2528,423
Congo,COG,2021,Male,80 plus,6185,Predicted,959,1142,183
Cook Islands,COK,2020,Female,0 to 24,3139,Predicted,0,0,0
Cook Islands,COK,2020,Female,25 to 39,1682,Predicted,1,1,0
Cook Islands,COK,2020,Female,40 to 49,1256,Predicted,2,2,0
Cook Islands,COK,2020,Female,50 to 59,1225,Predicted,6,5,-1
Cook Islands,COK,2020,Female,60 to 69,935,Predicted,10,9,-1
Cook Islands,COK,2020,Female,70 to 79,512,Predicted,13,12,-1
Cook Islands,COK,2020,Female,80 plus,233,Predicted,36,32,-4
Cook Islands,COK,2020,Male,0 to 24,3303,Predicted,1,1,0
Cook Islands,COK,2020,Male,25 to 39,1411,Predicted,4,3,-1
Cook Islands,COK,2020,Male,40 to 49,1095,Predicted,5,4,-1
Cook Islands,COK,2020,Male,50 to 59,1231,Predicted,12,10,-2
Cook Islands,COK,2020,Male,60 to 69,886,Predicted,17,15,-2
Cook Islands,COK,2020,Male,70 to 79,494,Predicted,19,17,-2
Cook Islands,COK,2020,Male,80 plus,162,Predicted,38,34,-4
Cook Islands,COK,2021,Female,0 to 24,3109,Predicted,0,0,0
Cook Islands,COK,2021,Female,25 to 39,1659,Predicted,1,1,0
Cook Islands,COK,2021,Female,40 to 49,1252,Predicted,2,2,0
Cook Islands,COK,2021,Female,50 to 59,1233,Predicted,6,5,-1
Cook Islands,COK,2021,Female,60 to 69,969,Predicted,10,9,-1
Cook Islands,COK,2021,Female,70 to 79,525,Predicted,13,12,-1
Cook Islands,COK,2021,Female,80 plus,251,Predicted,39,35,-4
Cook Islands,COK,2021,Male,0 to 24,3264,Predicted,1,1,0
Cook Islands,COK,2021,Male,25 to 39,1423,Predicted,4,3,-1
Cook Islands,COK,2021,Male,40 to 49,1074,Predicted,4,3,-1
Cook Islands,COK,2021,Male,50 to 59,1221,Predicted,11,9,-2
Cook Islands,COK,2021,Male,60 to 69,909,Predicted,16,15,-1
Cook Islands,COK,2021,Male,70 to 79,510,Predicted,18,17,-1
Cook Islands,COK,2021,Male,80 plus,173,Predicted,43,38,-5
Colombia,COL,2020,Female,0 to 24,9770713,Reported,6344,6047,-297
Colombia,COL,2020,Female,25 to 39,6118527,Reported,4303,5113,810
Colombia,COL,2020,Female,40 to 49,3380770,Reported,4736,6006,1270
Colombia,COL,2020,Female,50 to 59,2933107,Reported,9332,11843,2511
Colombia,COL,2020,Female,60 to 69,2042568,Reported,14880,20152,5272
Colombia,COL,2020,Female,70 to 79,1095549,Reported,23181,26910,3729
Colombia,COL,2020,Female,80 plus,557086,Reported,49998,53532,3534
Colombia,COL,2020,Male,0 to 24,10184784,Reported,12451,12611,160
Colombia,COL,2020,Male,25 to 39,6117367,Reported,11339,13702,2363
Colombia,COL,2020,Male,40 to 49,3070017,Reported,7121,9984,2863
Colombia,COL,2020,Male,50 to 59,2610873,Reported,13184,17855,4671
Colombia,COL,2020,Male,60 to 69,1728790,Reported,20683,30246,9563
Colombia,COL,2020,Male,70 to 79,884212,Reported,28792,37799,9007
Colombia,COL,2020,Male,80 plus,388521,Reported,41301,49907,8606
Colombia,COL,2021,Female,0 to 24,9675377,Predicted,6011,6011,0
Colombia,COL,2021,Female,25 to 39,6159505,Predicted,4276,5174,898
Colombia,COL,2021,Female,40 to 49,3428736,Predicted,4727,6312,1585
Colombia,COL,2021,Female,50 to 59,2977109,Predicted,9359,13674,4315
Colombia,COL,2021,Female,60 to 69,2119096,Predicted,15118,23353,8235
Colombia,COL,2021,Female,70 to 79,1150981,Predicted,23933,35223,11290
Colombia,COL,2021,Female,80 plus,583629,Predicted,52861,76765,23904
Colombia,COL,2021,Male,0 to 24,10088221,Predicted,12505,12505,0
Colombia,COL,2021,Male,25 to 39,6173835,Predicted,10992,12758,1766
Colombia,COL,2021,Male,40 to 49,3133114,Predicted,7036,9338,2302
Colombia,COL,2021,Male,50 to 59,2644279,Predicted,13177,19311,6134
Colombia,COL,2021,Male,60 to 69,1793006,Predicted,21094,32861,11767
Colombia,COL,2021,Male,70 to 79,930638,Predicted,29962,46190,16228
Colombia,COL,2021,Male,80 plus,408315,Predicted,43752,66011,22259
Comoros,COM,2020,Female,0 to 24,249857,Predicted,942,942,0
Comoros,COM,2020,Female,25 to 39,93201,Predicted,163,145,-18
Comoros,COM,2020,Female,40 to 49,38398,Predicted,147,143,-4
Comoros,COM,2020,Female,50 to 59,25712,Predicted,223,234,11
Comoros,COM,2020,Female,60 to 69,15478,Predicted,319,352,33
Comoros,COM,2020,Female,70 to 79,6377,Predicted,323,346,23
Comoros,COM,2020,Female,80 plus,1919,Predicted,242,264,22
Comoros,COM,2020,Male,0 to 24,258629,Predicted,1170,1170,0
Comoros,COM,2020,Male,25 to 39,95441,Predicted,222,189,-33
Comoros,COM,2020,Male,40 to 49,38638,Predicted,187,181,-6
Comoros,COM,2020,Male,50 to 59,25180,Predicted,274,292,18
Comoros,COM,2020,Male,60 to 69,14178,Predicted,361,407,46
Comoros,COM,2020,Male,70 to 79,5282,Predicted,305,342,37
Comoros,COM,2020,Male,80 plus,1305,Predicted,177,205,28
Comoros,COM,2021,Female,0 to 24,253962,Predicted,922,922,0
Comoros,COM,2021,Female,25 to 39,95359,Predicted,162,167,5
Comoros,COM,2021,Female,40 to 49,39824,Predicted,150,168,18
Comoros,COM,2021,Female,50 to 59,26424,Predicted,224,268,44
Comoros,COM,2021,Female,60 to 69,16091,Predicted,327,405,78
Comoros,COM,2021,Female,70 to 79,6591,Predicted,329,391,62
Comoros,COM,2021,Female,80 plus,2041,Predicted,256,306,50
Comoros,COM,2021,Male,0 to 24,262883,Predicted,1148,1148,0
Comoros,COM,2021,Male,25 to 39,97695,Predicted,224,226,2
Comoros,COM,2021,Male,40 to 49,40086,Predicted,191,214,23
Comoros,COM,2021,Male,50 to 59,25872,Predicted,276,335,59
Comoros,COM,2021,Male,60 to 69,14736,Predicted,368,466,98
Comoros,COM,2021,Male,70 to 79,5489,Predicted,312,393,81
Comoros,COM,2021,Male,80 plus,1403,Predicted,190,238,48
Cabo Verde,CPV,2020,Female,0 to 24,124057,Predicted,115,115,0
Cabo Verde,CPV,2020,Female,25 to 39,71579,Predicted,63,59,-4
Cabo Verde,CPV,2020,Female,40 to 49,30402,Predicted,68,70,2
Cabo Verde,CPV,2020,Female,50 to 59,25028,Predicted,125,141,16
Cabo Verde,CPV,2020,Female,60 to 69,15213,Predicted,193,231,38
Cabo Verde,CPV,2020,Female,70 to 79,6116,Predicted,249,284,35
Cabo Verde,CPV,2020,Female,80 plus,4476,Predicted,631,720,89
Cabo Verde,CPV,2020,Male,0 to 24,126915,Predicted,178,178,0
Cabo Verde,CPV,2020,Male,25 to 39,78593,Predicted,206,184,-22
Cabo Verde,CPV,2020,Male,40 to 49,34504,Predicted,216,218,2
Cabo Verde,CPV,2020,Male,50 to 59,22884,Predicted,285,316,31
Cabo Verde,CPV,2020,Male,60 to 69,11160,Predicted,224,270,46
Cabo Verde,CPV,2020,Male,70 to 79,2940,Predicted,149,178,29
Cabo Verde,CPV,2020,Male,80 plus,2121,Predicted,292,357,65
Cabo Verde,CPV,2021,Female,0 to 24,123380,Predicted,112,112,0
Cabo Verde,CPV,2021,Female,25 to 39,72458,Predicted,64,68,4
Cabo Verde,CPV,2021,Female,40 to 49,31757,Predicted,70,81,11
Cabo Verde,CPV,2021,Female,50 to 59,25288,Predicted,128,160,32
Cabo Verde,CPV,2021,Female,60 to 69,16158,Predicted,210,273,63
Cabo Verde,CPV,2021,Female,70 to 79,6255,Predicted,257,314,57
Cabo Verde,CPV,2021,Female,80 plus,4510,Predicted,674,805,131
Cabo Verde,CPV,2021,Male,0 to 24,126064,Predicted,174,174,0
Cabo Verde,CPV,2021,Male,25 to 39,79216,Predicted,206,211,5
Cabo Verde,CPV,2021,Male,40 to 49,35943,Predicted,226,254,28
Cabo Verde,CPV,2021,Male,50 to 59,23683,Predicted,300,366,66
Cabo Verde,CPV,2021,Male,60 to 69,11974,Predicted,243,317,74
Cabo Verde,CPV,2021,Male,70 to 79,3108,Predicted,154,200,46
Cabo Verde,CPV,2021,Male,80 plus,2107,Predicted,305,385,80
Costa Rica,CRI,2020,Female,0 to 24,891999,Reported,460,420,-40
Costa Rica,CRI,2020,Female,25 to 39,617365,Reported,424,448,24
Costa Rica,CRI,2020,Female,40 to 49,327105,Reported,466,569,103
Costa Rica,CRI,2020,Female,50 to 59,307062,Reported,922,998,76
Costa Rica,CRI,2020,Female,60 to 69,218123,Reported,1518,1735,217
Costa Rica,CRI,2020,Female,70 to 79,122387,Reported,2095,2154,59
Costa Rica,CRI,2020,Female,80 plus,64997,Reported,4986,4811,-175
Costa Rica,CRI,2020,Male,0 to 24,932667,Reported,901,800,-101
Costa Rica,CRI,2020,Male,25 to 39,632515,Reported,1129,1075,-54
Costa Rica,CRI,2020,Male,40 to 49,323457,Reported,852,914,62
Costa Rica,CRI,2020,Male,50 to 59,295333,Reported,1598,1719,121
Costa Rica,CRI,2020,Male,60 to 69,204885,Reported,2343,2773,430
Costa Rica,CRI,2020,Male,70 to 79,108478,Reported,2769,3115,346
Costa Rica,CRI,2020,Male,80 plus,47741,Reported,4387,4679,292
Costa Rica,CRI,2021,Female,0 to 24,885127,Predicted,538,538,0
Costa Rica,CRI,2021,Female,25 to 39,620965,Predicted,429,468,39
Costa Rica,CRI,2021,Female,40 to 49,334139,Predicted,472,568,96
Costa Rica,CRI,2021,Female,50 to 59,307791,Predicted,913,1204,291
Costa Rica,CRI,2021,Female,60 to 69,228326,Predicted,1566,2190,624
Costa Rica,CRI,2021,Female,70 to 79,127726,Predicted,2143,2885,742
Costa Rica,CRI,2021,Female,80 plus,68145,Predicted,5185,6977,1792
Costa Rica,CRI,2021,Male,0 to 24,925539,Predicted,1024,1024,0
Costa Rica,CRI,2021,Male,25 to 39,636585,Predicted,1140,1198,58
Costa Rica,CRI,2021,Male,40 to 49,331381,Predicted,862,1020,158
Costa Rica,CRI,2021,Male,50 to 59,295605,Predicted,1589,2094,505
Costa Rica,CRI,2021,Male,60 to 69,214253,Predicted,2428,3396,968
Costa Rica,CRI,2021,Male,70 to 79,113113,Predicted,2830,4054,1224
Costa Rica,CRI,2021,Male,80 plus,50358,Predicted,4567,6360,1793
Cuba,CUB,2020,Female,0 to 24,1529947,Predicted,544,544,0
Cuba,CUB,2020,Female,25 to 39,1095025,Predicted,683,629,-54
Cuba,CUB,2020,Female,40 to 49,775416,Predicted,1255,1180,-75
Cuba,CUB,2020,Female,50 to 59,1007358,Predicted,4463,4262,-201
Cuba,CUB,2020,Female,60 to 69,615491,Predicted,7390,7408,18
Cuba,CUB,2020,Female,70 to 79,431656,Predicted,12581,12901,320
Cuba,CUB,2020,Female,80 plus,248255,Predicted,25578,25632,54
Cuba,CUB,2020,Male,0 to 24,1617429,Predicted,830,830,0
Cuba,CUB,2020,Male,25 to 39,1147759,Predicted,1385,1171,-214
Cuba,CUB,2020,Male,40 to 49,786566,Predicted,2408,2075,-333
Cuba,CUB,2020,Male,50 to 59,959937,Predicted,7918,7257,-661
Cuba,CUB,2020,Male,60 to 69,558531,Predicted,10911,10791,-120
Cuba,CUB,2020,Male,70 to 79,372551,Predicted,16285,16718,433
Cuba,CUB,2020,Male,80 plus,180695,Predicted,22255,22853,598
Cuba,CUB,2021,Female,0 to 24,1508063,Predicted,522,522,0
Cuba,CUB,2021,Female,25 to 39,1100555,Predicted,681,737,56
Cuba,CUB,2021,Female,40 to 49,735241,Predicted,1157,1282,125
Cuba,CUB,2021,Female,50 to 59,1017391,Predicted,4463,5011,548
Cuba,CUB,2021,Female,60 to 69,638188,Predicted,7581,8981,1400
Cuba,CUB,2021,Female,70 to 79,441513,Predicted,12857,15475,2618
Cuba,CUB,2021,Female,80 plus,258628,Predicted,26854,31072,4218
Cuba,CUB,2021,Male,0 to 24,1593829,Predicted,793,793,0
Cuba,CUB,2021,Male,25 to 39,1154963,Predicted,1370,1385,15
Cuba,CUB,2021,Male,40 to 49,748509,Predicted,2236,2310,74
Cuba,CUB,2021,Male,50 to 59,971867,Predicted,7996,8631,635
Cuba,CUB,2021,Male,60 to 69,580167,Predicted,11284,13065,1781
Cuba,CUB,2021,Male,70 to 79,379277,Predicted,16645,19854,3209
Cuba,CUB,2021,Male,80 plus,189307,Predicted,23546,27259,3713
Cyprus,CYP,2020,Female,0 to 24,176397,Reported,24,28,4
Cyprus,CYP,2020,Female,25 to 39,139648,Reported,27,28,1
Cyprus,CYP,2020,Female,40 to 49,85299,Reported,60,72,12
Cyprus,CYP,2020,Female,50 to 59,74402,Reported,137,138,1
Cyprus,CYP,2020,Female,60 to 69,61853,Reported,271,270,-1
Cyprus,CYP,2020,Female,70 to 79,42167,Reported,567,642,75
Cyprus,CYP,2020,Female,80 plus,24081,Reported,2210,2114,-96
Cyprus,CYP,2020,Male,0 to 24,191115,Reported,51,46,-5
Cyprus,CYP,2020,Male,25 to 39,147081,Reported,73,68,-5
Cyprus,CYP,2020,Male,40 to 49,81329,Reported,121,98,-23
Cyprus,CYP,2020,Male,50 to 59,73136,Reported,244,261,17
Cyprus,CYP,2020,Male,60 to 69,58548,Reported,538,563,25
Cyprus,CYP,2020,Male,70 to 79,36514,Reported,885,949,64
Cyprus,CYP,2020,Male,80 plus,15791,Reported,1600,1724,124
Cyprus,CYP,2021,Female,0 to 24,174667,Reported,22,30,8
Cyprus,CYP,2021,Female,25 to 39,139193,Reported,25,37,12
Cyprus,CYP,2021,Female,40 to 49,86959,Reported,59,78,19
Cyprus,CYP,2021,Female,50 to 59,75623,Reported,132,159,27
Cyprus,CYP,2021,Female,60 to 69,63222,Reported,262,337,75
Cyprus,CYP,2021,Female,70 to 79,43326,Reported,548,705,157
Cyprus,CYP,2021,Female,80 plus,24968,Reported,2249,2221,-28
Cyprus,CYP,2021,Male,0 to 24,189157,Reported,46,55,9
Cyprus,CYP,2021,Male,25 to 39,147805,Reported,70,84,14
Cyprus,CYP,2021,Male,40 to 49,82869,Reported,118,114,-4
Cyprus,CYP,2021,Male,50 to 59,73711,Reported,234,257,23
Cyprus,CYP,2021,Male,60 to 69,59856,Reported,523,610,87
Cyprus,CYP,2021,Male,70 to 79,37695,Reported,869,1102,233
Cyprus,CYP,2021,Male,80 plus,16537,Reported,1651,1837,186
Czechia,CZE,2020,Female,0 to 24,1288686,Reported,274,244,-30
Czechia,CZE,2020,Female,25 to 39,1028482,Reported,411,464,53
Czechia,CZE,2020,Female,40 to 49,876615,Reported,1020,1069,49
Czechia,CZE,2020,Female,50 to 59,668822,Reported,2169,2297,128
Czechia,CZE,2020,Female,60 to 69,694401,Reported,6325,6453,128
Czechia,CZE,2020,Female,70 to 79,587766,Reported,13719,15521,1802
Czechia,CZE,2020,Female,80 plus,291688,Reported,32304,36642,4338
Czechia,CZE,2020,Male,0 to 24,1357688,Reported,503,472,-31
Czechia,CZE,2020,Male,25 to 39,1083670,Reported,1009,1070,61
Czechia,CZE,2020,Male,40 to 49,921739,Reported,2108,2238,130
Czechia,CZE,2020,Male,50 to 59,682448,Reported,4706,4915,209
Czechia,CZE,2020,Male,60 to 69,630216,Reported,12392,13027,635
Czechia,CZE,2020,Male,70 to 79,443333,Reported,18844,21843,2999
Czechia,CZE,2020,Male,80 plus,153428,Reported,20055,23034,2979
Czechia,CZE,2021,Female,0 to 24,1298206,Reported,270,260,-10
Czechia,CZE,2021,Female,25 to 39,1002389,Reported,398,509,111
Czechia,CZE,2021,Female,40 to 49,878482,Reported,1007,1248,241
Czechia,CZE,2021,Female,50 to 59,679331,Reported,2151,2612,461
Czechia,CZE,2021,Female,60 to 69,679575,Reported,6102,7519,1417
Czechia,CZE,2021,Female,70 to 79,603767,Reported,13856,18040,4184
Czechia,CZE,2021,Female,80 plus,300765,Reported,32823,36519,3696
Czechia,CZE,2021,Male,0 to 24,1367547,Reported,495,472,-23
Czechia,CZE,2021,Male,25 to 39,1054379,Reported,967,1134,167
Czechia,CZE,2021,Male,40 to 49,923707,Reported,2065,2555,490
Czechia,CZE,2021,Male,50 to 59,694904,Reported,4651,5844,1193
Czechia,CZE,2021,Male,60 to 69,620679,Reported,12023,14822,2799
Czechia,CZE,2021,Male,70 to 79,458732,Reported,19270,25501,6231
Czechia,CZE,2021,Male,80 plus,162090,Reported,20895,23528,2633
Germany,DEU,2020,Female,0 to 24,9800211,Reported,2127,2131,4
Germany,DEU,2020,Female,25 to 39,7576848,Reported,2484,2694,210
Germany,DEU,2020,Female,40 to 49,5083879,Reported,5052,5519,467
Germany,DEU,2020,Female,50 to 59,6742254,Reported,19909,19863,-46
Germany,DEU,2020,Female,60 to 69,5498355,Reported,40115,42110,1995
Germany,DEU,2020,Female,70 to 79,4048414,Reported,72630,83217,10587
Germany,DEU,2020,Female,80 plus,3618073,Reported,323957,337584,13627
Germany,DEU,2020,Male,0 to 24,10564745,Reported,3291,3432,141
Germany,DEU,2020,Male,25 to 39,8119097,Reported,5044,5538,494
Germany,DEU,2020,Male,40 to 49,5159472,Reported,8766,9968,1202
Germany,DEU,2020,Male,50 to 59,6746139,Reported,36128,37399,1271
Germany,DEU,2020,Male,60 to 69,5145787,Reported,68533,76230,7697
Germany,DEU,2020,Male,70 to 79,3423000,Reported,104100,118571,14471
Germany,DEU,2020,Male,80 plus,2257671,Reported,227088,241761,14673
Germany,DEU,2021,Female,0 to 24,9807075,Reported,1999,2223,224
Germany,DEU,2021,Female,25 to 39,7536554,Reported,2326,2845,519
Germany,DEU,2021,Female,40 to 49,5041119,Reported,4636,5650,1014
Germany,DEU,2021,Female,50 to 59,6647014,Reported,18609,20670,2061
Germany,DEU,2021,Female,60 to 69,5660831,Reported,39203,44566,5363
Germany,DEU,2021,Female,70 to 79,4021639,Reported,67072,84489,17417
Germany,DEU,2021,Female,80 plus,3686088,Reported,316585,344529,27944
Germany,DEU,2021,Male,0 to 24,10549874,Reported,3055,3622,567
Germany,DEU,2021,Male,25 to 39,8105897,Reported,4711,5804,1093
Germany,DEU,2021,Male,40 to 49,5123714,Reported,8008,10607,2599
Germany,DEU,2021,Male,50 to 59,6648379,Reported,33604,39246,5642
Germany,DEU,2021,Male,60 to 69,5317406,Reported,66727,81032,14305
Germany,DEU,2021,Male,70 to 79,3411543,Reported,96404,120686,24282
Germany,DEU,2021,Male,80 plus,2343338,Reported,226399,251563,25164
Djibouti,DJI,2020,Female,0 to 24,219586,Predicted,700,700,0
Djibouti,DJI,2020,Female,25 to 39,118510,Predicted,394,377,-17
Djibouti,DJI,2020,Female,40 to 49,56306,Predicted,378,389,11
Djibouti,DJI,2020,Female,50 to 59,37623,Predicted,369,415,46
Djibouti,DJI,2020,Female,60 to 69,22055,Predicted,434,518,84
Djibouti,DJI,2020,Female,70 to 79,11507,Predicted,548,634,86
Djibouti,DJI,2020,Female,80 plus,3422,Predicted,422,500,78
Djibouti,DJI,2020,Male,0 to 24,247052,Predicted,889,889,0
Djibouti,DJI,2020,Male,25 to 39,131026,Predicted,376,345,-31
