country,Country name,,,,,,,,
iso3,ISO 3166-1 alpha-3 code,,,,,,,,
year,Year of death,,,,,,,,
sex,Sex (Female or Male),,,,,,,,
age,Age-group from 0 to 80 plus,,,,,,,,
Nx,Sex- and age-specific population number,,,,,,,,
type,Estimate type for select year (reported or predicted),,,,,,,,
expected.mean,"Expected deaths from all-causes by age, sex and year (mean)",,,,,,,,
acm.mean,"Estimated deaths from all-causes by age, sex and year (mean)",,,,,,,,
excess.mean,"Excess deaths associated with COVID-19 pandemic from all-causes by age, sex and year (mean)",,,,,,,,
,,,,,,,,,
country,iso3,year,sex,age,Nx,type,expected.mean,acm.mean,excess.mean
Latvia,LVA,2021,Male,80 plus,28408,Reported,4234,5262,1028
Morocco,MAR,2020,Female,0 to 24,7669966,Predicted,7960,7960,0
Morocco,MAR,2020,Female,25 to 39,4354128,Predicted,4249,3733,-516
Morocco,MAR,2020,Female,40 to 49,2365519,Predicted,7089,6786,-303
Morocco,MAR,2020,Female,50 to 59,1924654,Predicted,14583,15120,537
Morocco,MAR,2020,Female,60 to 69,1378291,Predicted,25024,27231,2207
Morocco,MAR,2020,Female,70 to 79,625878,Predicted,30631,32162,1531
Morocco,MAR,2020,Female,80 plus,275235,Predicted,37177,39388,2211
Morocco,MAR,2020,Male,0 to 24,8054189,Predicted,11150,11150,0
Morocco,MAR,2020,Male,25 to 39,4261162,Predicted,5198,4346,-852
Morocco,MAR,2020,Male,40 to 49,2086913,Predicted,6478,6219,-259
Morocco,MAR,2020,Male,50 to 59,1819130,Predicted,16302,17224,922
Morocco,MAR,2020,Male,60 to 69,1356728,Predicted,30920,34469,3549
Morocco,MAR,2020,Male,70 to 79,571200,Predicted,33313,36527,3214
Morocco,MAR,2020,Male,80 plus,167565,Predicted,22885,25759,2874
Morocco,MAR,2021,Female,0 to 24,7678808,Predicted,7396,7396,0
Morocco,MAR,2021,Female,25 to 39,4362315,Predicted,4103,3833,-270
Morocco,MAR,2021,Female,40 to 49,2422142,Predicted,7091,7134,43
Morocco,MAR,2021,Female,50 to 59,1958622,Predicted,14595,15651,1056
Morocco,MAR,2021,Female,60 to 69,1443804,Predicted,25848,28748,2900
Morocco,MAR,2021,Female,70 to 79,648826,Predicted,30825,32623,1798
Morocco,MAR,2021,Female,80 plus,289756,Predicted,39290,41299,2009
Morocco,MAR,2021,Male,0 to 24,8069470,Predicted,10434,10434,0
Morocco,MAR,2021,Male,25 to 39,4303082,Predicted,5021,4573,-448
Morocco,MAR,2021,Male,40 to 49,2144088,Predicted,6479,6580,101
Morocco,MAR,2021,Male,50 to 59,1826544,Predicted,16175,17715,1540
Morocco,MAR,2021,Male,60 to 69,1416134,Predicted,31866,36129,4263
Morocco,MAR,2021,Male,70 to 79,601100,Predicted,34437,38537,4100
Morocco,MAR,2021,Male,80 plus,180096,Predicted,25153,27697,2544
Monaco,MCO,2020,Female,0 to 24,4563,Reported,0,0,0
Monaco,MCO,2020,Female,25 to 39,2852,Reported,1,0,-1
Monaco,MCO,2020,Female,40 to 49,2427,Reported,4,6,2
Monaco,MCO,2020,Female,50 to 59,3027,Reported,13,14,1
Monaco,MCO,2020,Female,60 to 69,2652,Reported,26,14,-12
Monaco,MCO,2020,Female,70 to 79,2413,Reported,58,27,-31
Monaco,MCO,2020,Female,80 plus,2108,Reported,158,212,54
Monaco,MCO,2020,Male,0 to 24,4736,Reported,1,2,1
Monaco,MCO,2020,Male,25 to 39,2900,Reported,3,0,-3
Monaco,MCO,2020,Male,40 to 49,2168,Reported,6,2,-4
Monaco,MCO,2020,Male,50 to 59,3067,Reported,20,4,-16
Monaco,MCO,2020,Male,60 to 69,2677,Reported,39,16,-23
Monaco,MCO,2020,Male,70 to 79,2219,Reported,74,70,-4
Monaco,MCO,2020,Male,80 plus,1435,Reported,127,173,46
Monaco,MCO,2021,Female,0 to 24,4723,Reported,0,2,2
Monaco,MCO,2021,Female,25 to 39,2849,Reported,1,0,-1
Monaco,MCO,2021,Female,40 to 49,2356,Reported,4,0,-4
Monaco,MCO,2021,Female,50 to 59,3010,Reported,13,6,-7
Monaco,MCO,2021,Female,60 to 69,2658,Reported,27,25,-2
Monaco,MCO,2021,Female,70 to 79,2429,Reported,61,48,-13
Monaco,MCO,2021,Female,80 plus,2147,Reported,160,227,67
Monaco,MCO,2021,Male,0 to 24,4891,Reported,1,2,1
Monaco,MCO,2021,Male,25 to 39,2932,Reported,3,4,1
Monaco,MCO,2021,Male,40 to 49,2083,Reported,5,4,-1
Monaco,MCO,2021,Male,50 to 59,3039,Reported,21,6,-15
Monaco,MCO,2021,Male,60 to 69,2672,Reported,38,21,-17
Monaco,MCO,2021,Male,70 to 79,2253,Reported,76,58,-18
Monaco,MCO,2021,Male,80 plus,1478,Reported,129,190,61
Republic of Moldova,MDA,2020,Female,0 to 24,527100,Reported,312,240,-72
Republic of Moldova,MDA,2020,Female,25 to 39,542943,Reported,341,384,43
Republic of Moldova,MDA,2020,Female,40 to 49,286994,Reported,629,734,105
Republic of Moldova,MDA,2020,Female,50 to 59,281334,Reported,1515,1733,218
Republic of Moldova,MDA,2020,Female,60 to 69,282428,Reported,4241,4421,180
Republic of Moldova,MDA,2020,Female,70 to 79,116886,Reported,4891,5624,733
Republic of Moldova,MDA,2020,Female,80 plus,64325,Reported,7101,8214,1113
Republic of Moldova,MDA,2020,Male,0 to 24,557362,Reported,500,377,-123
Republic of Moldova,MDA,2020,Male,25 to 39,560648,Reported,1066,943,-123
Republic of Moldova,MDA,2020,Male,40 to 49,275814,Reported,1766,1748,-18
Republic of Moldova,MDA,2020,Male,50 to 59,239681,Reported,3691,3650,-41
Republic of Moldova,MDA,2020,Male,60 to 69,205861,Reported,7000,7158,158
Republic of Moldova,MDA,2020,Male,70 to 79,68103,Reported,4192,5659,1467
Republic of Moldova,MDA,2020,Male,80 plus,24484,Reported,2848,4277,1429
Republic of Moldova,MDA,2021,Female,0 to 24,518414,Reported,289,217,-72
Republic of Moldova,MDA,2021,Female,25 to 39,536378,Reported,325,401,76
Republic of Moldova,MDA,2021,Female,40 to 49,293686,Reported,615,708,93
Republic of Moldova,MDA,2021,Female,50 to 59,273410,Reported,1393,1818,425
Republic of Moldova,MDA,2021,Female,60 to 69,286756,Reported,4136,5415,1279
Republic of Moldova,MDA,2021,Female,70 to 79,123590,Reported,4854,7365,2511
Republic of Moldova,MDA,2021,Female,80 plus,65951,Reported,7052,9711,2659
Republic of Moldova,MDA,2021,Male,0 to 24,548212,Reported,462,411,-51
Republic of Moldova,MDA,2021,Male,25 to 39,553632,Reported,1018,915,-103
Republic of Moldova,MDA,2021,Male,40 to 49,283868,Reported,1745,1689,-56
Republic of Moldova,MDA,2021,Male,50 to 59,233487,Reported,3470,3633,163
Republic of Moldova,MDA,2021,Male,60 to 69,208609,Reported,6919,8189,1270
Republic of Moldova,MDA,2021,Male,70 to 79,72890,Reported,4238,6774,2536
Republic of Moldova,MDA,2021,Male,80 plus,25142,Reported,2800,5159,2359
Madagascar,MDG,2020,Female,0 to 24,8337875,Predicted,27761,27761,0
Madagascar,MDG,2020,Female,25 to 39,2802596,Predicted,7476,6807,-669
Madagascar,MDG,2020,Female,40 to 49,1201323,Predicted,7160,7100,-60
Madagascar,MDG,2020,Female,50 to 59,791530,Predicted,9745,10347,602
Madagascar,MDG,2020,Female,60 to 69,481806,Predicted,12783,14321,1538
Madagascar,MDG,2020,Female,70 to 79,198238,Predicted,11793,12782,989
Madagascar,MDG,2020,Female,80 plus,63032,Predicted,9097,10126,1029
Madagascar,MDG,2020,Male,0 to 24,8443734,Predicted,34308,34308,0
Madagascar,MDG,2020,Male,25 to 39,2791304,Predicted,8269,7267,-1002
Madagascar,MDG,2020,Male,40 to 49,1186535,Predicted,8153,8023,-130
Madagascar,MDG,2020,Male,50 to 59,748235,Predicted,10985,11898,913
Madagascar,MDG,2020,Male,60 to 69,433402,Predicted,14044,15971,1927
Madagascar,MDG,2020,Male,70 to 79,161625,Predicted,10879,12410,1531
Madagascar,MDG,2020,Male,80 plus,49784,Predicted,7782,9087,1305
Madagascar,MDG,2021,Female,0 to 24,8510546,Predicted,27261,27261,0
Madagascar,MDG,2021,Female,25 to 39,2900573,Predicted,7567,7596,29
Madagascar,MDG,2021,Female,40 to 49,1239652,Predicted,7276,7883,607
Madagascar,MDG,2021,Female,50 to 59,819039,Predicted,9926,11393,1467
Madagascar,MDG,2021,Female,60 to 69,499533,Predicted,13086,15656,2570
Madagascar,MDG,2021,Female,70 to 79,207693,Predicted,12159,13938,1779
Madagascar,MDG,2021,Female,80 plus,66696,Predicted,9601,11121,1520
Madagascar,MDG,2021,Male,0 to 24,8624645,Predicted,33811,33811,0
Madagascar,MDG,2021,Male,25 to 39,2886232,Predicted,8430,8305,-125
Madagascar,MDG,2021,Male,40 to 49,1225780,Predicted,8299,8978,679
Madagascar,MDG,2021,Male,50 to 59,775259,Predicted,11176,13099,1923
Madagascar,MDG,2021,Male,60 to 69,449019,Predicted,14325,17373,3048
Madagascar,MDG,2021,Male,70 to 79,170499,Predicted,11257,13725,2468
Madagascar,MDG,2021,Male,80 plus,52167,Predicted,8110,9753,1643
Maldives,MDV,2020,Female,0 to 24,79015,Reported,36,26,-10
Maldives,MDV,2020,Female,25 to 39,61644,Reported,18,17,-1
Maldives,MDV,2020,Female,40 to 49,24375,Reported,18,25,7
Maldives,MDV,2020,Female,50 to 59,17180,Reported,42,47,5
Maldives,MDV,2020,Female,60 to 69,9174,Reported,61,75,14
Maldives,MDV,2020,Female,70 to 79,4120,Reported,143,167,24
Maldives,MDV,2020,Female,80 plus,2106,Reported,235,230,-5
Maldives,MDV,2020,Male,0 to 24,104297,Reported,54,33,-21
Maldives,MDV,2020,Male,25 to 39,164594,Reported,66,59,-7
Maldives,MDV,2020,Male,40 to 49,40274,Reported,43,66,23
Maldives,MDV,2020,Male,50 to 59,18136,Reported,61,77,16
Maldives,MDV,2020,Male,60 to 69,8990,Reported,101,109,8
Maldives,MDV,2020,Male,70 to 79,4346,Reported,187,184,-3
Maldives,MDV,2020,Male,80 plus,2291,Reported,289,243,-46
Maldives,MDV,2021,Female,0 to 24,78934,Reported,32,20,-12
Maldives,MDV,2021,Female,25 to 39,61691,Reported,17,26,9
Maldives,MDV,2021,Female,40 to 49,25620,Reported,17,28,11
Maldives,MDV,2021,Female,50 to 59,17750,Reported,41,71,30
Maldives,MDV,2021,Female,60 to 69,10000,Reported,62,111,49
Maldives,MDV,2021,Female,70 to 79,4107,Reported,136,204,68
Maldives,MDV,2021,Female,80 plus,2267,Reported,249,264,15
Maldives,MDV,2021,Male,0 to 24,98802,Reported,48,32,-16
Maldives,MDV,2021,Male,25 to 39,164073,Reported,62,67,5
Maldives,MDV,2021,Male,40 to 49,43780,Reported,45,58,13
Maldives,MDV,2021,Male,50 to 59,19911,Reported,62,73,11
Maldives,MDV,2021,Male,60 to 69,9829,Reported,106,131,25
Maldives,MDV,2021,Male,70 to 79,4392,Reported,180,214,34
Maldives,MDV,2021,Male,80 plus,2464,Reported,308,308,0
Mexico,MEX,2020,Female,0 to 24,27230052,Reported,20378,18516,-1862
Mexico,MEX,2020,Female,25 to 39,15199473,Reported,13229,18574,5345
Mexico,MEX,2020,Female,40 to 49,8735251,Reported,18271,29232,10961
Mexico,MEX,2020,Female,50 to 59,6779436,Reported,35284,56073,20789
Mexico,MEX,2020,Female,60 to 69,4438480,Reported,55271,85212,29941
Mexico,MEX,2020,Female,70 to 79,2288244,Reported,72591,95472,22881
Mexico,MEX,2020,Female,80 plus,1190331,Reported,114692,135399,20707
Mexico,MEX,2020,Male,0 to 24,28229483,Reported,37217,34743,-2474
Mexico,MEX,2020,Male,25 to 39,14476331,Reported,42250,52160,9910
Mexico,MEX,2020,Male,40 to 49,7812507,Reported,37669,61396,23727
Mexico,MEX,2020,Male,50 to 59,5978535,Reported,54482,97315,42833
Mexico,MEX,2020,Male,60 to 69,3826473,Reported,70822,126922,56100
Mexico,MEX,2020,Male,70 to 79,1900469,Reported,81667,125720,44053
Mexico,MEX,2020,Male,80 plus,847688,Reported,96995,128625,31630
Mexico,MEX,2021,Female,0 to 24,27168889,Predicted,18423,18423,0
Mexico,MEX,2021,Female,25 to 39,15342631,Predicted,13305,17162,3857
Mexico,MEX,2021,Female,40 to 49,8834293,Predicted,18327,26823,8496
Mexico,MEX,2021,Female,50 to 59,6976987,Predicted,35933,54480,18547
Mexico,MEX,2021,Female,60 to 69,4601704,Predicted,56648,86324,29676
Mexico,MEX,2021,Female,70 to 79,2381328,Predicted,75214,106293,31079
Mexico,MEX,2021,Female,80 plus,1231680,Predicted,118304,145152,26848
Mexico,MEX,2021,Male,0 to 24,28196624,Predicted,34669,34669,0
Mexico,MEX,2021,Male,25 to 39,14686523,Predicted,43138,51393,8255
Mexico,MEX,2021,Male,40 to 49,7896076,Predicted,38105,56522,18417
Mexico,MEX,2021,Male,50 to 59,6131478,Predicted,55756,91603,35847
Mexico,MEX,2021,Male,60 to 69,3957409,Predicted,72861,121567,48706
Mexico,MEX,2021,Male,70 to 79,1971471,Predicted,84375,131362,46987
Mexico,MEX,2021,Male,80 plus,885127,Predicted,101092,136055,34963
Marshall Islands,MHL,2020,Female,0 to 24,16918,Predicted,19,19,0
Marshall Islands,MHL,2020,Female,25 to 39,6204,Predicted,25,19,-6
Marshall Islands,MHL,2020,Female,40 to 49,1683,Predicted,22,18,-4
Marshall Islands,MHL,2020,Female,50 to 59,1711,Predicted,30,26,-4
Marshall Islands,MHL,2020,Female,60 to 69,1614,Predicted,39,37,-2
Marshall Islands,MHL,2020,Female,70 to 79,675,Predicted,29,27,-2
Marshall Islands,MHL,2020,Female,80 plus,171,Predicted,15,15,0
Marshall Islands,MHL,2020,Male,0 to 24,17740,Predicted,27,27,0
Marshall Islands,MHL,2020,Male,25 to 39,6658,Predicted,45,33,-12
Marshall Islands,MHL,2020,Male,40 to 49,1633,Predicted,31,25,-6
Marshall Islands,MHL,2020,Male,50 to 59,1808,Predicted,38,34,-4
Marshall Islands,MHL,2020,Male,60 to 69,1601,Predicted,46,45,-1
Marshall Islands,MHL,2020,Male,70 to 79,659,Predicted,36,35,-1
Marshall Islands,MHL,2020,Male,80 plus,119,Predicted,17,17,0
Marshall Islands,MHL,2021,Female,0 to 24,16948,Predicted,18,18,0
Marshall Islands,MHL,2021,Female,25 to 39,6232,Predicted,24,19,-5
Marshall Islands,MHL,2021,Female,40 to 49,1784,Predicted,24,20,-4
Marshall Islands,MHL,2021,Female,50 to 59,1677,Predicted,28,25,-3
Marshall Islands,MHL,2021,Female,60 to 69,1638,Predicted,39,37,-2
Marshall Islands,MHL,2021,Female,70 to 79,737,Predicted,31,29,-2
Marshall Islands,MHL,2021,Female,80 plus,179,Predicted,15,15,0
Marshall Islands,MHL,2021,Male,0 to 24,17764,Predicted,26,26,0
Marshall Islands,MHL,2021,Male,25 to 39,6714,Predicted,48,37,-11
Marshall Islands,MHL,2021,Male,40 to 49,1727,Predicted,33,27,-6
Marshall Islands,MHL,2021,Male,50 to 59,1778,Predicted,38,35,-3
Marshall Islands,MHL,2021,Male,60 to 69,1591,Predicted,45,44,-1
Marshall Islands,MHL,2021,Male,70 to 79,729,Predicted,38,38,0
Marshall Islands,MHL,2021,Male,80 plus,120,Predicted,17,16,-1
North Macedonia,MKD,2020,Female,0 to 24,286274,Predicted,125,125,0
North Macedonia,MKD,2020,Female,25 to 39,233297,Predicted,131,148,17
North Macedonia,MKD,2020,Female,40 to 49,147394,Predicted,242,307,65
North Macedonia,MKD,2020,Female,50 to 59,141492,Predicted,743,978,235
North Macedonia,MKD,2020,Female,60 to 69,126375,Predicted,1745,2300,555
North Macedonia,MKD,2020,Female,70 to 79,74831,Predicted,3417,4103,686
North Macedonia,MKD,2020,Female,80 plus,31586,Predicted,5923,6230,307
North Macedonia,MKD,2020,Male,0 to 24,305023,Predicted,175,175,0
North Macedonia,MKD,2020,Male,25 to 39,245369,Predicted,200,220,20
North Macedonia,MKD,2020,Male,40 to 49,152507,Predicted,453,627,174
North Macedonia,MKD,2020,Male,50 to 59,141340,Predicted,1341,1955,614
North Macedonia,MKD,2020,Male,60 to 69,118271,Predicted,2883,4158,1275
North Macedonia,MKD,2020,Male,70 to 79,59052,Predicted,3736,4916,1180
North Macedonia,MKD,2020,Male,80 plus,20569,Predicted,4401,4986,585
North Macedonia,MKD,2021,Female,0 to 24,282737,Predicted,117,117,0
North Macedonia,MKD,2021,Female,25 to 39,230874,Predicted,126,171,45
North Macedonia,MKD,2021,Female,40 to 49,148611,Predicted,236,357,121
North Macedonia,MKD,2021,Female,50 to 59,141539,Predicted,726,1120,394
North Macedonia,MKD,2021,Female,60 to 69,127404,Predicted,1707,2618,911
North Macedonia,MKD,2021,Female,70 to 79,77070,Predicted,3394,4677,1283
North Macedonia,MKD,2021,Female,80 plus,32795,Predicted,6163,7147,984
North Macedonia,MKD,2021,Male,0 to 24,301199,Predicted,164,164,0
North Macedonia,MKD,2021,Male,25 to 39,242845,Predicted,189,244,55
North Macedonia,MKD,2021,Male,40 to 49,153989,Predicted,440,695,255
North Macedonia,MKD,2021,Male,50 to 59,141451,Predicted,1301,2169,868
North Macedonia,MKD,2021,Male,60 to 69,119283,Predicted,2827,4631,1804
North Macedonia,MKD,2021,Male,70 to 79,61319,Predicted,3754,5604,1850
North Macedonia,MKD,2021,Male,80 plus,21546,Predicted,4612,5687,1075
Mali,MLI,2020,Female,0 to 24,6668893,Predicted,41951,41951,0
Mali,MLI,2020,Female,25 to 39,1795711,Predicted,5192,5327,135
Mali,MLI,2020,Female,40 to 49,755855,Predicted,4488,4987,499
Mali,MLI,2020,Female,50 to 59,449950,Predicted,5146,6189,1043
Mali,MLI,2020,Female,60 to 69,276901,Predicted,7054,8894,1840
Mali,MLI,2020,Female,70 to 79,130817,Predicted,7908,9687,1779
Mali,MLI,2020,Female,80 plus,27533,Predicted,3678,4589,911
Mali,MLI,2020,Male,0 to 24,6876861,Predicted,48950,48950,0
Mali,MLI,2020,Male,25 to 39,1792589,Predicted,4950,4876,-74
Mali,MLI,2020,Male,40 to 49,730106,Predicted,4529,5045,516
Mali,MLI,2020,Male,50 to 59,399169,Predicted,4964,6070,1106
Mali,MLI,2020,Male,60 to 69,224390,Predicted,6232,8123,1891
Mali,MLI,2020,Male,70 to 79,100266,Predicted,6237,8048,1811
Mali,MLI,2020,Male,80 plus,21793,Predicted,3020,4032,1012
Mali,MLI,2021,Female,0 to 24,6859294,Predicted,41167,41167,0
Mali,MLI,2021,Female,25 to 39,1848145,Predicted,5158,5555,397
Mali,MLI,2021,Female,40 to 49,781916,Predicted,4539,5276,737
Mali,MLI,2021,Female,50 to 59,469125,Predicted,5255,6521,1266
Mali,MLI,2021,Female,60 to 69,281590,Predicted,7066,9100,2034
Mali,MLI,2021,Female,70 to 79,133615,Predicted,7960,9822,1862
Mali,MLI,2021,Female,80 plus,30276,Predicted,4020,5012,992
Mali,MLI,2021,Male,0 to 24,7074226,Predicted,48128,48128,0
Mali,MLI,2021,Male,25 to 39,1845298,Predicted,4982,5274,292
Mali,MLI,2021,Male,40 to 49,757024,Predicted,4619,5402,783
Mali,MLI,2021,Male,50 to 59,419881,Predicted,5154,6537,1383
Mali,MLI,2021,Male,60 to 69,228845,Predicted,6290,8335,2045
Mali,MLI,2021,Male,70 to 79,102665,Predicted,6308,8330,2022
Mali,MLI,2021,Male,80 plus,23824,Predicted,3288,4317,1029
Malta,MLT,2020,Female,0 to 24,52855,Reported,19,17,-2
Malta,MLT,2020,Female,25 to 39,45812,Reported,14,17,3
Malta,MLT,2020,Female,40 to 49,28874,Reported,25,34,9
Malta,MLT,2020,Female,50 to 59,26306,Reported,71,71,0
Malta,MLT,2020,Female,60 to 69,29095,Reported,175,183,8
Malta,MLT,2020,Female,70 to 79,23844,Reported,383,440,57
Malta,MLT,2020,Female,80 plus,13333,Reported,1252,1282,30
Malta,MLT,2020,Male,0 to 24,56224,Reported,29,21,-8
Malta,MLT,2020,Male,25 to 39,49703,Reported,39,39,0
Malta,MLT,2020,Male,40 to 49,30572,Reported,45,61,16
Malta,MLT,2020,Male,50 to 59,26906,Reported,114,136,22
Malta,MLT,2020,Male,60 to 69,28585,Reported,301,314,13
Malta,MLT,2020,Male,70 to 79,21322,Reported,551,615,64
Malta,MLT,2020,Male,80 plus,8108,Reported,882,933,51
Malta,MLT,2021,Female,0 to 24,52553,Reported,20,18,-2
Malta,MLT,2021,Female,25 to 39,45476,Reported,14,11,-3
Malta,MLT,2021,Female,40 to 49,29387,Reported,25,33,8
Malta,MLT,2021,Female,50 to 59,25919,Reported,69,61,-8
Malta,MLT,2021,Female,60 to 69,29000,Reported,171,205,34
Malta,MLT,2021,Female,70 to 79,24599,Reported,388,505,117
Malta,MLT,2021,Female,80 plus,13733,Reported,1294,1284,-10
Malta,MLT,2021,Male,0 to 24,55793,Reported,28,20,-8
Malta,MLT,2021,Male,25 to 39,49316,Reported,38,24,-14
Malta,MLT,2021,Male,40 to 49,31172,Reported,45,65,20
Malta,MLT,2021,Male,50 to 59,26611,Reported,112,133,21
Malta,MLT,2021,Male,60 to 69,28526,Reported,295,322,27
Malta,MLT,2021,Male,70 to 79,22164,Reported,565,632,67
Malta,MLT,2021,Male,80 plus,8541,Reported,932,897,-35
Myanmar,MMR,2020,Female,0 to 24,11808827,Predicted,22682,22682,0
Myanmar,MMR,2020,Female,25 to 39,6369346,Predicted,8930,7862,-1068
Myanmar,MMR,2020,Female,40 to 49,3789767,Predicted,11809,11131,-678
Myanmar,MMR,2020,Female,50 to 59,3033322,Predicted,20077,20030,-47
Myanmar,MMR,2020,Female,60 to 69,2070392,Predicted,34436,35779,1343
Myanmar,MMR,2020,Female,70 to 79,846425,Predicted,37198,37533,335
Myanmar,MMR,2020,Female,80 plus,271525,Predicted,33391,34280,889
Myanmar,MMR,2020,Male,0 to 24,11888089,Predicted,31997,31997,0
Myanmar,MMR,2020,Male,25 to 39,6107723,Predicted,15052,12851,-2201
Myanmar,MMR,2020,Male,40 to 49,3430203,Predicted,19417,18073,-1344
Myanmar,MMR,2020,Male,50 to 59,2539897,Predicted,33278,33157,-121
Myanmar,MMR,2020,Male,60 to 69,1533572,Predicted,45950,47415,1465
Myanmar,MMR,2020,Male,70 to 79,576605,Predicted,38190,39352,1162
Myanmar,MMR,2020,Male,80 plus,144101,Predicted,22188,23202,1014
Myanmar,MMR,2021,Female,0 to 24,11769548,Predicted,21428,21428,0
Myanmar,MMR,2021,Female,25 to 39,6411075,Predicted,8858,8716,-142
Myanmar,MMR,2021,Female,40 to 49,3815004,Predicted,11529,12280,751
Myanmar,MMR,2021,Female,50 to 59,3095760,Predicted,19485,22470,2985
Myanmar,MMR,2021,Female,60 to 69,2125841,Predicted,33360,39785,6425
Myanmar,MMR,2021,Female,70 to 79,892481,Predicted,37563,42828,5265
Myanmar,MMR,2021,Female,80 plus,284281,Predicted,34059,38716,4657
Myanmar,MMR,2021,Male,0 to 24,11855822,Predicted,30469,30469,0
Myanmar,MMR,2021,Male,25 to 39,6154319,Predicted,15403,14663,-740
Myanmar,MMR,2021,Male,40 to 49,3467536,Predicted,19333,20429,1096
Myanmar,MMR,2021,Male,50 to 59,2599294,Predicted,32767,37128,4361
Myanmar,MMR,2021,Male,60 to 69,1577525,Predicted,45058,53385,8327
Myanmar,MMR,2021,Male,70 to 79,604527,Predicted,38242,44872,6630
Myanmar,MMR,2021,Male,80 plus,153001,Predicted,22745,26570,3825
Montenegro,MNE,2020,Female,0 to 24,92739,Reported,19,25,6
Montenegro,MNE,2020,Female,25 to 39,63988,Reported,33,36,3
Montenegro,MNE,2020,Female,40 to 49,42825,Reported,67,85,18
Montenegro,MNE,2020,Female,50 to 59,40704,Reported,194,218,24
Montenegro,MNE,2020,Female,60 to 69,40121,Reported,472,530,58
Montenegro,MNE,2020,Female,70 to 79,23688,Reported,848,943,95
Montenegro,MNE,2020,Female,80 plus,13434,Reported,1910,1920,10
Montenegro,MNE,2020,Male,0 to 24,101009,Reported,34,47,13
Montenegro,MNE,2020,Male,25 to 39,67288,Reported,69,79,10
Montenegro,MNE,2020,Male,40 to 49,41097,Reported,109,137,28
Montenegro,MNE,2020,Male,50 to 59,39616,Reported,380,418,38
Montenegro,MNE,2020,Male,60 to 69,36824,Reported,906,1049,143
Montenegro,MNE,2020,Male,70 to 79,16750,Reported,936,1186,250
Montenegro,MNE,2020,Male,80 plus,7979,Reported,1263,1437,174
Montenegro,MNE,2021,Female,0 to 24,92187,Reported,18,19,1
Montenegro,MNE,2021,Female,25 to 39,63367,Reported,31,48,17
Montenegro,MNE,2021,Female,40 to 49,43163,Reported,64,75,11
Montenegro,MNE,2021,Female,50 to 59,40279,Reported,184,244,60
Montenegro,MNE,2021,Female,60 to 69,40294,Reported,454,663,209
Montenegro,MNE,2021,Female,70 to 79,24526,Reported,838,1272,434
Montenegro,MNE,2021,Female,80 plus,13644,Reported,1927,2431,504
Montenegro,MNE,2021,Male,0 to 24,100358,Reported,30,34,4
Montenegro,MNE,2021,Male,25 to 39,66944,Reported,64,99,35
Montenegro,MNE,2021,Male,40 to 49,41607,Reported,105,227,122
Montenegro,MNE,2021,Male,50 to 59,38930,Reported,356,521,165
Montenegro,MNE,2021,Male,60 to 69,36989,Reported,877,1369,492
Montenegro,MNE,2021,Male,70 to 79,17720,Reported,949,1473,524
Montenegro,MNE,2021,Male,80 plus,8043,Reported,1273,1735,462
Mongolia,MNG,2020,Female,0 to 24,725369,Predicted,762,762,0
Mongolia,MNG,2020,Female,25 to 39,416539,Predicted,548,422,-126
Mongolia,MNG,2020,Female,40 to 49,215340,Predicted,843,707,-136
Mongolia,MNG,2020,Female,50 to 59,167678,Predicted,1536,1391,-145
Mongolia,MNG,2020,Female,60 to 69,89397,Predicted,1979,1877,-102
Mongolia,MNG,2020,Female,70 to 79,35293,Predicted,1724,1598,-126
Mongolia,MNG,2020,Female,80 plus,13637,Predicted,2068,1910,-158
Mongolia,MNG,2020,Male,0 to 24,741048,Predicted,1194,1194,0
Mongolia,MNG,2020,Male,25 to 39,419258,Predicted,1750,1287,-463
Mongolia,MNG,2020,Male,40 to 49,207706,Predicted,2205,1806,-399
Mongolia,MNG,2020,Male,50 to 59,146374,Predicted,3362,2984,-378
Mongolia,MNG,2020,Male,60 to 69,68965,Predicted,3098,2889,-209
Mongolia,MNG,2020,Male,70 to 79,24596,Predicted,1700,1623,-77
Mongolia,MNG,2020,Male,80 plus,7092,Predicted,1266,1202,-64
Mongolia,MNG,2021,Female,0 to 24,735374,Predicted,724,724,0
Mongolia,MNG,2021,Female,25 to 39,416919,Predicted,542,539,-3
Mongolia,MNG,2021,Female,40 to 49,219162,Predicted,843,898,55
Mongolia,MNG,2021,Female,50 to 59,171555,Predicted,1539,1750,211
Mongolia,MNG,2021,Female,60 to 69,96245,Predicted,2103,2461,358
Mongolia,MNG,2021,Female,70 to 79,36576,Predicted,1764,2001,237
Mongolia,MNG,2021,Female,80 plus,14409,Predicted,2209,2440,231
Mongolia,MNG,2021,Male,0 to 24,751517,Predicted,1142,1142,0
Mongolia,MNG,2021,Male,25 to 39,418830,Predicted,1757,1674,-83
Mongolia,MNG,2021,Male,40 to 49,211675,Predicted,2238,2319,81
Mongolia,MNG,2021,Male,50 to 59,150256,Predicted,3450,3800,350
Mongolia,MNG,2021,Male,60 to 69,73744,Predicted,3311,3785,474
Mongolia,MNG,2021,Male,70 to 79,25402,Predicted,1726,2029,303
Mongolia,MNG,2021,Male,80 plus,7618,Predicted,1373,1548,175
Mozambique,MOZ,2020,Female,0 to 24,10121138,Predicted,47120,47120,0
Mozambique,MOZ,2020,Female,25 to 39,3061045,Predicted,21571,19756,-1815
